title,description
DevOps Engineer,"Seeking aspiring DevOps Engineers to further their knowledge and grow their career.
 Interclypse takes an innovative approach to attract and identify top-notch…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Locations: NY - New York, United States of America, New York, New York.
 Do you love building and pioneering in the technology space?"
DevOps Engineer,"You will use grafana to collect stats, define alarms/alerts to page engineers on duty.
 As a DevOps Engineer , you will have the opportunity to work with other…"
DevOps Engineer,"Structure and maintain software config management systems.
 As an engineer at FullStack Labs you will help our incredible clients achieve their technical goals…"
DevOps Engineer,"4+ years software engineering experience.
 Building, supporting, monitoring, and optimizing our AWS infrastructure across all staging and production environments…"
DevOps Engineer,"As a DevOps engineer, you will join a team of highly motivated software engineers to develop tools and deliver infrastructure and process improvements for our…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Come join our Automated Release Platform Services (ARPS) product team as we design, develop and implement secure, automated, self-service products to enable…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Structure and maintain software config management systems.
 As an engineer at FullStack Labs you will help our incredible clients achieve their technical goals…"
DevOps Engineer,"To help support our continued growth, we are looking for a full time position for an experienced DevOps Engineer to expand our Technology team."
DevOps Engineer,"Work with our platform engineers to write code that scales, maintains and monitors our infrastructure.
 Develop fault-tolerant, highly available and self-healing…"
DevOps Engineer,"Deploy and configure software on application servers.
 SALARY: 150K PER YEAR + BONUS*.
 Install, configure and security harden Redhat/Centos equivalent Linux."
DevOps Engineer,"Build and maintain a developer toolchain / environment that helps our engineers work efficiently.
 You'd jump between product, marketing, internal tools, design …"
DevOps Engineer,"In this role you will be responsible for developing and managing CI/CD pipelines, AWS cloud infrastructure, migrating existing infrastructure from ECS to EKS,…"
DevOps Engineer,"Collaborate with software engineers to make architectural decisions to enable a scalable, stable and secure infrastructure.
 WHAT WILL MAKE YOU STAND OUT."
DevOps Engineer,"Continuous enhancement of software development infrastructure: continuous integration and delivery, databases, cloud services, systems monitoring, etc."
DevOps Engineer,The CI system must be able to support a wide range of teams ranging from embedded software teams to teams developing software for the cloud.
DevOps Engineer,"We're seeking individuals who have experience working within AWS/Azure, have worked specifically on the infrastructure and are familiar with tools like Lambda,…"
DevOps Engineer,"Mentors and guides fellow engineers in technical skills and the application of DevOps practices and development methodologies.
 CirclCI experience is a plus."
DevOps Engineer,"Position Contract • Full Time Skills Linux, Golang, Chef, HAProxy, SaltStack, Ansible, Consul, ngnix To contact with careers or apply for jobs, please mail…"
DevOps Engineer,"Experience managing software releases across multiple git repositories.
 Design, implement, and maintain IT automation to ease the burden of application builds…"
DevOps Engineer,"Mentor and train other engineers throughout the team on the latest processes and procedures.
 The DevOps Engineer will be part of the Infrastructure Team, which…"
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"Prior experience as an SRE, software engineer, or system administrator.
 You’ll play a critical role in the day-to-day operations of services relied upon across…"
DevOps Engineer,"3+ years of experience in a role that encompasses both software development and systems engineering.
 Define and engineer solution capabilities that satisfy…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Experience with software security, secure coding, or software assurance tools and techniques.
 Champion security by injecting it into the existing development…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Our DevOps engineers come from a variety of backgrounds including systems engineering, software engineering, and system administration."
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Automate software delivery pipelines for various applications and services.
 At Avellino, we are building a team of world class engineers and you'll be part of a…"
DevOps Engineer,"Research and evaluate new software and hardware solutions to maximize system update and recovery objectives.
 Clutch with development, IT, and database teams to…"
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Evident appreciation for the value of automation when managing complex software systems.
 Generous benefit package including company-sponsored healthcare, dental…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"5 years experience on a software, devops, or infrastructure engineering role.
 The ideal candidate will utilize their expertise in infrastructure orchestration…"
DevOps Engineer,"Evaluate DevOps tools and software to determine best-in-class solutions.
 The Senior DevOps engineering role for the Pluto TV Team is responsible for building…"
DevOps Engineer,"Building new internal tools to streamline service and scale to the customer.
 Manage &amp; help support numerous AWS Services.
 Stipend for remote work setup."
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"Evaluate software applications and vendors for WM Technology and other divisions.
 Experience with Digital Asset Management software solutions within the media &amp;…"
DevOps Engineer,"As a DevOps engineer, you will join a team of highly motivated software engineers to develop tools and deliver infrastructure and process improvements for our…"
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Maintaining the deployment pipelines and the running systems in a secure, stable, and easy-to-use way.
 Experience and/or knowledge of CI/CD tools: Jenkins,…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"Knowledge of approaches and tooling for automated software assurance and QA.
 The *DevOps Engineer* will be responsible for designing and maintaining CI/CD…"
DevOps Engineer,"Mercury is building a bank for startups.
 Backend deployed on AWS EC2.
 Prometheus, Grafana, Kibana, Metabase, and OpenVPN self-hosted on AWS EC2."
DevOps Engineer,"Experience of the full software delivery lifecycle and working in complex enterprise environments.
 We enable enterprise organizations to streamline their…"
DevOps Engineer,"Experience with writing Jenkins jobs (using groovy).
 Experience writing groovy for pipeline code.
 Expert level experience with helm charts."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"The engineer will also provide engineering expertise in support of test activities with a focus on automating test cases.
 Experience with writing test plans."
DevOps Engineer,"Placement on short time in Any Technology.
 We are looking for a DevOps Engineer to help us build functional systems that improve customer experience."
DevOps Engineer,"Locations: VA - Richmond, United States of America, Richmond, Virginia.
 Do you love building and pioneering in the technology space?"
DevOps Engineer,"Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies."
DevOps Engineer,"Strong hardware/software troubleshooting skills.
 Ability to keep up with software development trends and innovation.
 Normal daily duties as needed."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Minimum of 4 years of DevOps or software development experience.
 Possess an expert knowledge in software development tools, practices, and lifecycle…"
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Support administration of the devops pipeline to include Jenkins agents and Auto Scaling Group.
 Support administration of OpenVPN and LDAP services for access…"
DevOps Engineer,"Previous experience working as a software developer.
 In addition, you'll have the opportunity to work with the latest AWS cloud infrastructure tools."
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Cedar is a patient payment and engagement platform that elevates the total patient experience beyond clinical care.
 Managed and worked with Linux systems."
DevOps Engineer,"CSI is seeking an experienced DevOps engineer who will collaborate with management, product owners, developers, and engineers to plan, develop, and implement…"
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"We are seeking software engineers with a variety of technical skills.
 Minimum of 1 year working with the deployment of software and cloud resources."
DevOps Engineer,Byte Orbit is an innovative product development company and execution partner. We build and launch awesome products for a variety of clients in the retail and…
DevOps Engineer,"RgOne™, Redpoint Global’s fully integrated solution, delivers a single point of control for data management, analytics, and marketing execution, so your…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"RgOne™, Redpoint Global’s fully integrated solution, delivers a single point of control for data management, analytics, and marketing execution, so your…"
DevOps Engineer,"This engineer will work on a lean, experienced team and help build products that are directly impactful to our customers."
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Continuous enhancement of software development infrastructure: continuous integration and delivery, databases, cloud services, systems monitoring, etc."
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Strong skills working on software build/release and in an Agile distributed software development team.
 Familiarity with software weaknesses, vulnerabilities and…"
DevOps Engineer,Senior DevOps Engineer Facilisgroup is building SaaS solutions for the promotional products (Promo) industry. The ideal candidate for this position is…
DevOps Engineer,"Consults as needed with more senior engineers before beginning code.
 Team – Participates in team meetings, estimation of assignments, helps junior engineers,…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Continually maintain and improve software build methodology, procedures, and environment.
 Provide support for creating accounts, setting up access and…"
DevOps Engineer,"Experience in software engineering and architecture disciplines.
 Experience with Gitflow workflow in software development environments."
DevOps Engineer,"Our DevOps engineers come from a variety of backgrounds including systems engineering, software engineering, and system administration."
DevOps Engineer,"You will provide deployment, integration, and cyber security support for researchers, engineers and computer science professionals."
DevOps Engineer,"Build and monitor autoscaling infrastructure on cloud-based systems.
 Build a functional CI/CD pipeline that maximizes efficiency for the dev team."
DevOps Engineer,"Alloy is an Identity Decisioning Platform and supports innovative fintech companies and banks to manage KYC, AML, and other components of client onboarding."
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"At least 1 – 2 years (or more) of software engineering experience, ideally involving experience in CI/CD process and pipelines, and the software development…"
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Basic understanding of software development methodologies.
 Deploy and support the delivery of enterprise software solutions, digital intelligence (monitoring…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"Software development, contribution to a software product, and well-versed with at least one scripting language.
 Operating system knowledge, Linux fundamentals."
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,The Vertical Knowledge end-to-end Robotic Process Automation (RPA) platform provides our public and private sector customers with a significant competitive…
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Help develop and continuously improve a modern DevOps pipeline for building, testing, deploying and monitoring 10,000s of NCBI’s apps and services."
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,Internal software systems and self-service tools to enable the creation of secure and compliant AWS resources.
DevOps Engineer,"In-depth technical knowledge of software and hardware, including cloud technology, operating systems and database software."
DevOps Engineer,"This is a unique opportunity at RTS Labs in an exciting new and rapidly growing job function in software development.
 Want to automate all the things."
DevOps Engineer,This is a project transitioning the current customer support and Windows Administration from a traditional model to DevOps environment using Amazon Web Services…
DevOps Engineer,"10+ years supporting production software applications.
 Facilitate automating third-party application/software deployment."
DevOps Engineer,"Istio the #1 popular Service Mesh for Kubernetes.
 Kubernetes clusters reside in the Cloud and On-Prem.
 Work closely with Tech Leads of various teams to assess…"
DevOps Engineer,"Basic understanding of software development methodologies.
 Deploy and support the delivery of enterprise software solutions, digital intelligence (monitoring…"
DevOps Engineer,"SAS manufactures logic components for digital services, personal computers, mobile phones, workstations and servers.
 S Engineering Degree or equivalent."
DevOps Engineer,"Ensure smooth operations and maximize uptime and performance of Cloud software.
 Build and operate the environments for our Cloud customers of respective product…"
DevOps Engineer,"Actively seek ways to improve business software deployment processes and interactions.
 Experience as a release developer, automation engineer, or DevOps…"
DevOps Engineer,"Building new internal tools to streamline service and scale to the customer.
 Manage &amp; help support numerous AWS Services.
 Stipend for remote work setup."
DevOps Engineer,"Building new internal tools to streamline service and scale to the customer.
 Manage &amp; help support numerous AWS Services.
 Stipend for remote work setup."
DevOps Engineer,"You will participate and effectively contribute to the design, development, and implementation of complex applications, often using new technologies."
DevOps Engineer,You have a background in software engineering and can confidently collaborate with engineers to identify and resolve issues.
DevOps Engineer,"Report directly to the Engineering and Operations Manager.
 Review requirements, specifications, and technical design documents to provide timely and meaningful…"
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,We are looking for an experienced and enthusiastic Senior DevOps Engineer to join a team working with proprietary and 3rd-party tooling and automation to design…
DevOps Engineer,"Experience of the full software delivery lifecycle and working in complex enterprise environments.
 We enable enterprise organizations to streamline their…"
DevOps Engineer,"This individual ensures that system hardware, operating systems, software systems, and related procedures adhere to organizational values, enabling staff, and…"
DevOps Engineer,"Proficient in Jenkins, Github Actions, or other continuous integration software.
 In a deeply agile and collaborative role, you will serve as a technical…"
DevOps Engineer,The CI system must be able to support a wide range of teams ranging from embedded software teams to teams developing software for the cloud.
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"3 or more years of experience designing, developing and testing large scale software platforms and applications.
 Legally authorized to work in the U.S."
DevOps Engineer,"Furthermore, you will develop standardized cloud test environments for various phases of testing in the SDLC as well as collect and analyze logs, usage metrics,…"
DevOps Engineer,"2+ years of applicable software, systems engineering experience.
 Strong core technology skills in Linux and software development (e.g. Java, ."
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,We are seeking a DevOps engineer who will be working with our Customer Engineering Team on the implementation of a new application following the principles of…
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Continually improve DevOps tools, processes, and procedures.
 Build, maintain, and scale infrastructure for Production, QA, and Dev environments."
DevOps Engineer,"JOB TYPE: Freelance, Contract Position - No agencies (See notes below).
 ESTIMATED DURATION: 40Hrs/Week - Long Term, ongoing project."
DevOps Engineer,"The DevOps Engineer is responsible for modernizing our integration, testing, and deployment systems.
 The ideal candidate will be someone with a hybrid developer…"
DevOps Engineer,"We are seeking software engineers with a variety of technical skills.
 Minimum of 1 year working with the deployment of software and cloud resources."
DevOps Engineer,"Acts as a liaison between the software development team and the Infrastructure team.
 Work alongside the Systems and DBA engineers to support deployments of our…"
DevOps Engineer,"We're seeking individuals who have experience working within AWS/Azure, have worked specifically on the infrastructure and are familiar with tools like Lambda,…"
DevOps Engineer,"Building new internal tools to streamline service and scale to the customer.
 Manage &amp; help support numerous AWS Services.
 Stipend for remote work setup."
DevOps Engineer,"You will be the critical lead for infrastructure-as-code across multiple clients and ongoing software development projects.
 Design and develop CI/CD pipelines."
DevOps Engineer,"Knowledge of the full software development lifecycle and delivery leveraging Agile practices.
 Deep knowledge and understanding of software version control and…"
DevOps Engineer,"Work with our existing Google Cloud and On Premises environments.
 Partner with Development teams to support new and existing applications."
DevOps Engineer,"Familiar with software security best practices.
 We primarily use a LAMP stack running on Centos 7 to power our enterprise software, also including the latest…"
DevOps Engineer,"Demonstrable experience and proficiency utilizing software engineering principles and techniques.
 Theoretical and practical functional knowledge and skills in…"
DevOps Engineer,"Minimum of 3 years of experience with approaches and tooling for automated build, delivery, and release of software."
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"Minimum of 5 years prior relevant software development or large systems integration required.
 Create, maintain, and share technical documentation used by…"
DevOps Engineer,"GIT Admin/User level experience with setup and maintenance.
 Jenkins multibranch pipeline CI/CD and Freestyle.
 Git branching methods and strategy."
DevOps Engineer,"Understanding of software skills such as business analysis, development, maintenance, and software improvement.
 BS/BA degree or equivalent experience."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"O Windows server architectures, software, and .
 Comfortable with software development life cycle (SDLC) methodologies including Agile Development Methodology…"
DevOps Engineer,"Our system engineers write blazing-fast C++ system software and integrate third-party solutions into our tech stack.
 It's written primarily in elegant Python."
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"This Sr. DevOps Engineer role is a technical leadership position that requires strong Application Development knowledge.
 Administer and maintain DevOps tools."
DevOps Engineer,"Our client need support in developing solutions for traffic application (traffic management systems).
 Scientific degree / master, preferably computer science or…"
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,Working directly with team members to develop and deploy new product features by ensuring that the infrastructure can support the product requirements.
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Details will be shared during the initial interview.
 Job Types: Full-time, Contract."
DevOps Engineer,"Experience supporting Java based software development projects.
 Use Test Driven Development (TDD) techniques for software development."
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"You would lead the effort in building scalable tools to run our distributed systems.
 You will engage with the rest of the engineering team on a daily basis in…"
DevOps Engineer,"The team is searching for a senior engineer with proven experience in owning projects, identifying and leading implementation of new technology, developing…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"Engineer an incredible experience for developers who are working in web-based environments such as Ruby, Python, Java, and Node.js through automation,…"
DevOps Engineer,CSI Is looking for a DevOps engineer who can implement and teach new patterns for infrastructure and access provisioning and software deployment.
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Our DevOps engineers come from a variety of backgrounds including systems engineering, software engineering, and system administration."
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,CSI Is looking for a DevOps engineer who can implement and teach new patterns for infrastructure and access provisioning and software deployment.
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Skilled in database programming and software installation.
 5+ years of experience in support, software services, and/or system administration for a large end…"
DevOps Engineer,"You interact with software engineers, functional product managers, and ICT professionals daily.
 As a DevOps Engineer, you’re responsible for automating the…"
DevOps Engineer,"Experience with developing, deploying, monitoring, and troubleshooting Cloud-based software solutions.
 Basic understanding of an Object-Oriented Programming…"
DevOps Engineer,"Designing and implementing Continuous Integration, Continuous Delivery, and Continuous Deployment pipelines for a range of projects and environments including…"
DevOps Engineer,"Design, develop, and implement software integrations based on user feedback.
 Troubleshoot production issues and coordinate with the development team to…"
DevOps Engineer,"A mentor and technical leader with proven experience helping other engineers grow.
 The product engineering team's mission is to deliver and maintain software…"
DevOps Engineer,"5+ years of experience developing production software.
 Solid understanding of testing principles and high-quality software."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Build and monitor autoscaling infrastructure on cloud-based systems.
 Build a functional CI/CD pipeline that maximizes efficiency for the dev team."
DevOps Engineer,"Proven understanding of Agile software development lifecycle.
 Able to engineer and manage Azure DevOps build/release pipeline."
DevOps Engineer,"Locations: NY - New York, United States of America, New York, New York.
 Do you love building and pioneering in the technology space?"
DevOps Engineer,"Operations Engineering combines software and systems engineering to build and run distributed, fault-tolerant systems."
DevOps Engineer,"RgOne™, Redpoint Global’s fully integrated solution, delivers a single point of control for data management, analytics, and marketing execution, so your…"
DevOps Engineer,"2+ years of experience working on containerized software deployed to Kubernetes, ideally OpenShift.
 Responsibilities • Work closely with developers and…"
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"Support administration of the devops pipeline to include Jenkins agents and Auto Scaling Group.
 Support administration of OpenVPN and LDAP services for access…"
DevOps Engineer,"Within the IE group, Infrastructure Engineers are subject matter experts for cloud technologies, performing product selection, creating infrastructure code,…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Experience in developing software for Windows Server, Linux, or macOS.
 Work directly with engineers, QA testers, and producers to ensure coordinated releases."
DevOps Engineer,"Develop software that ensures uptime, availability, and performance of our infrastructure.
 Debug critical problems in our production environment with minimal…"
DevOps Engineer,"Associate degree in a Computer Science, or related field, and at least two years’ experience with software engineering, cloud administration or DevOps…"
DevOps Engineer,"Experience managing app deployments for critical P0 systems.
 Experience with SSL Certificate Management.
 Basic understanding of sql and nosql datstores and…"
DevOps Engineer,"The role is heavily focused on the design, automation, and management of the platforms, processes, and workloads across the development, test, and production…"
DevOps Engineer,"Aware of software development risks, with an appreciation for what is technically feasible.
 RevaComm DevOps Engineers are responsible for designing and…"
DevOps Engineer,"Passion for software that runs smoothly, resists errors, and scales well.
 Work closely with the software engineering team to create and maintain an…"
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,We throughout the development lifecycle continue to deploy best practice secure coding principles and techniques to ensure we maintain a highly secure solution.
DevOps Engineer,"Develop and execute Test-Driven Development (TDD) software.
 Ability to write scripts to automate software compliance process.
 6+ years of IT experience."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Responsibilities: DevOps Engineers develop automation, testing, and analysis tools that exercise the functional requirements of customer provided software in a…"
DevOps Engineer,"In-depth knowledge of DevOps practice methodologies and software delivery from commit to production.
 Evaluates existing and new software products and tools for…"
DevOps Engineer,"Minimum of 3 years of experience with approaches and tooling for automated build, delivery, and release of software."
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"4+ years working with software and data infrastructure.
 Collaborate closely with software and data science teams, and with other business stakeholders."
DevOps Engineer,"Build and monitor autoscaling infrastructure on cloud-based systems.
 Build a functional CI/CD pipeline that maximizes efficiency for the dev team."
DevOps Engineer,The qualified candidate will report to the Director of Cloud Infrastructure &amp; Operations and be a member of multiple cross-functional Agile teams.
DevOps Engineer,"Create SaaS instances for clients in the cloud, containing a large fraud detection platform;
 Integrate the SaaS instance with our clients' in-house…"
DevOps Engineer,"Experience using Agile software development methods (Scrum, TDD, Pair Programming, etc.).
 Apply in-depth understanding of software design and construction that…"
DevOps Engineer,"Experience with Agile software development.
 Whether you are working on projects internally or for a client, software development is critical to the success of…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"We're seeking individuals who have experience working within AWS/Azure, have worked specifically on the infrastructure and are familiar with tools like Lambda,…"
DevOps Engineer,Opportunity for a *DevOps Engineer* with a primary focus to transform development processes for existing applications software development into a Continuous…
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"Experience with the full software development lifecycle and delivery using Agile practices.
 Bachelor Degree or 5+ years of professional or military experience."
